C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_02_505.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_02_505.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_02_505.jpg,0,0,0,7.80E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_02_610.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_02_610.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_02_610.jpg,0,0,0,7.79E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_02_712.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_02_712.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_02_712.jpg,0,0,0,7.80E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_02_812.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_02_812.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_02_812.jpg,0,0,0,7.84E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_02_913.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_02_913.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_02_913.jpg,0,0,0,7.94E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_03_015.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_03_015.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_03_015.jpg,0,0,0,7.81E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_03_117.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_03_117.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_03_117.jpg,0,0,0,8.19E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_03_218.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_03_218.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_03_218.jpg,0,0,0,7.88E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_03_320.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_03_320.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_03_320.jpg,0,0,0,7.92E-05
C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\center_2020_01_04_16_48_03_422.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\left_2020_01_04_16_48_03_422.jpg, C:\Users\Saurabh\Desktop\Finding_lanes\Data\IMG\right_2020_01_04_16_48_03_422.jpg,0,0,0,7.84E-05
